Cause,Effect,Lag,SSR F-Test Statistic,SSR F-Test P-Value
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,3,0.1649684760235923,0.9197969925685845
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,4,2.542277892323451,0.04295999761267237
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,5,2.2750430252541274,0.05122521616999279
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,6,2.2982310593072373,0.03903973456855719
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,7,2.1048527760803433,0.04832862202166092
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,8,2.1872996861725014,0.03347403698601636
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,9,1.772564262482941,0.08145985348111824
Federal_Rates_Monthly,Trade_Volume_Pct_Change_Index_Value,10,1.8790976643390709,0.055908067145468844
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,1,2.205669171846393,0.1398529559237531
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,2,2.8046015939035684,0.06417008337787825
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,3,2.019715945872072,0.11441313957744861
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,4,1.7645908120447853,0.14013650744275488
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,5,1.695684482196381,0.14063263033125065
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,6,1.3683282603073543,0.2329403241743034
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,7,1.4199614927729949,0.20381878603535186
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,8,1.3265368642703883,0.23751877666985896
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,9,1.2773037219064771,0.2572594263590083
Federal_Rates_Monthly,US_Crude_Oil_Prices_Dollar_Per_Barrel,10,1.1089515127898453,0.3622611742526188
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,1,0.0066594908616478534,0.9350820302967007
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,2,0.36664605255037563,0.6937638237965611
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,3,1.2735149164849082,0.28630794026117745
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,4,1.0236536291195701,0.3978136232358432
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,5,1.0395738300657775,0.39758245846471685
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,6,1.1833758253777535,0.319811935607469
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,7,1.0038293476453963,0.43226330829896287
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,8,0.8863427913176027,0.5304415727532756
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,9,0.8759770101462805,0.5490257669061538
Federal_Rates_Monthly,Nominal_Broad_US_Dollar_Index,10,1.1583330050989282,0.32705736863766505
Federal_Rates_Monthly,Adjusted_Closing_Price,1,8.802893221580339,0.0035627376444546605
Federal_Rates_Monthly,Adjusted_Closing_Price,2,4.632175273359899,0.011382073244403821
Federal_Rates_Monthly,Adjusted_Closing_Price,3,3.0828089411172606,0.029771393835649636
Federal_Rates_Monthly,Adjusted_Closing_Price,4,2.279915926102245,0.06437813313625194
Federal_Rates_Monthly,Adjusted_Closing_Price,5,2.1301562405849794,0.06627213866501108
Federal_Rates_Monthly,Adjusted_Closing_Price,6,3.036047894672203,0.008475199521608604
Federal_Rates_Monthly,Adjusted_Closing_Price,7,2.12021949640233,0.04671139819604829
Federal_Rates_Monthly,Adjusted_Closing_Price,8,2.394124299665454,0.020108891406448396
Federal_Rates_Monthly,Adjusted_Closing_Price,9,2.0172111192113427,0.04383389900215524
Federal_Rates_Monthly,Adjusted_Closing_Price,10,1.8055539064665704,0.0680980600604218
Federal_Rates_Monthly,US_Export_to_Russia,1,0.012041890476767013,0.9127832774991271
Federal_Rates_Monthly,US_Export_to_Russia,2,0.27934621367602647,0.7567273817490906
Federal_Rates_Monthly,US_Export_to_Russia,3,0.15668694800963703,0.9252091408332722
Federal_Rates_Monthly,US_Export_to_Russia,4,0.23585377626702264,0.9176705050533692
Federal_Rates_Monthly,US_Export_to_Russia,5,0.17592244363131024,0.9711431591465539
Federal_Rates_Monthly,US_Export_to_Russia,6,0.21373206279731233,0.9718320978634812
Federal_Rates_Monthly,US_Export_to_Russia,7,0.20707118818379622,0.9832855208698096
Federal_Rates_Monthly,US_Export_to_Russia,8,0.2904335743749969,0.9679221941320397
Federal_Rates_Monthly,US_Export_to_Russia,9,0.2658814892979069,0.9824064863734246
Federal_Rates_Monthly,US_Export_to_Russia,10,0.2690253902846113,0.9866122796113833
Federal_Rates_Monthly,US_Unemployment_Rate,1,29.573131211435182,2.470951850361667e-07
Federal_Rates_Monthly,US_Unemployment_Rate,2,50.2166689030041,6.476974325571598e-17
Federal_Rates_Monthly,US_Unemployment_Rate,3,34.367088087034126,2.3173258366955453e-16
Federal_Rates_Monthly,US_Unemployment_Rate,4,27.93983905210087,1.4028536199108328e-16
Federal_Rates_Monthly,US_Unemployment_Rate,5,32.16027437344617,8.615891370708647e-21
Federal_Rates_Monthly,US_Unemployment_Rate,6,27.728042989576007,1.6203304756205392e-20
Federal_Rates_Monthly,US_Unemployment_Rate,7,23.156891204778738,2.0961432237327181e-19
Federal_Rates_Monthly,US_Unemployment_Rate,8,20.41695590571823,8.158864168195858e-19
Federal_Rates_Monthly,US_Unemployment_Rate,9,19.18352710248954,6.490173650682303e-19
Federal_Rates_Monthly,US_Unemployment_Rate,10,17.387056850706376,2.3759965491438428e-18
Federal_Rates_Monthly,US_Consumer_Sentiment,1,3.178320781905903,0.07688555923982325
Federal_Rates_Monthly,US_Consumer_Sentiment,2,2.032045018243704,0.13517818587960073
Federal_Rates_Monthly,US_Consumer_Sentiment,3,1.4461846789361206,0.23246160658369705
Federal_Rates_Monthly,US_Consumer_Sentiment,4,1.635528087819627,0.1694318330810479
Federal_Rates_Monthly,US_Consumer_Sentiment,5,1.7130176682649032,0.13657164092218227
Federal_Rates_Monthly,US_Consumer_Sentiment,6,1.745484775423351,0.11631934855012448
Federal_Rates_Monthly,US_Consumer_Sentiment,7,1.70480599327259,0.11449875171773852
Federal_Rates_Monthly,US_Consumer_Sentiment,8,2.2337563763514643,0.02987849257077607
Federal_Rates_Monthly,US_Consumer_Sentiment,9,2.3417627337961653,0.018653662464510733
Federal_Rates_Monthly,US_Consumer_Sentiment,10,2.166789916488511,0.025263701115230172
Federal_Rates_Monthly,Price,1,3.837063824697017,0.05220780575998146
Federal_Rates_Monthly,Price,2,1.8040186060810812,0.1687018765931243
Federal_Rates_Monthly,Price,3,1.6179076157945353,0.18843812467135163
Federal_Rates_Monthly,Price,4,1.9053577208490424,0.11363043070706025
Federal_Rates_Monthly,Price,5,1.5220460570504197,0.18782422727438414
Federal_Rates_Monthly,Price,6,1.2966469750315006,0.2639718879211169
Federal_Rates_Monthly,Price,7,1.3299602719269172,0.242375807563015
Federal_Rates_Monthly,Price,8,1.6112405478776812,0.12926832826401558
Federal_Rates_Monthly,Price,9,1.2380906932017557,0.2794183681848534
Federal_Rates_Monthly,Price,10,1.1001650343507714,0.3687810374455478
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,1,3.0016667235641283,0.08547971548534579
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,2,0.4752286789923009,0.6228104963467282
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,3,0.5770499794782948,0.6311168701640637
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,4,1.0992530456374312,0.3599924427246073
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,5,1.4014618550727083,0.22845647029352117
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,6,1.5641434278409825,0.16353467954564968
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,7,1.2905208259116867,0.26107188634036743
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,8,2.1095954551961453,0.04043121544878754
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,9,1.8457994437872387,0.06785147344193493
Federal_Rates_Monthly,US_Mean_Monthly_Market_Volatility,10,1.686385406622327,0.09315665373032186
Federal_Rates_Monthly,Average_Hourly_Earning,1,1.0627391683179228,0.30444837021310794
Federal_Rates_Monthly,Average_Hourly_Earning,2,47.08375361152203,3.9097160188197563e-16
Federal_Rates_Monthly,Average_Hourly_Earning,3,32.23815498098656,1.3690375660564316e-15
Federal_Rates_Monthly,Average_Hourly_Earning,4,24.58118334448533,5.0516453523856006e-15
Federal_Rates_Monthly,Average_Hourly_Earning,5,25.510642202738037,1.5183167278877177e-17
Federal_Rates_Monthly,Average_Hourly_Earning,6,20.005753126831895,4.59362707471944e-16
Federal_Rates_Monthly,Average_Hourly_Earning,7,18.494472953310723,2.2944721045025323e-16
Federal_Rates_Monthly,Average_Hourly_Earning,8,16.45543754682011,6.055450140986726e-16
Federal_Rates_Monthly,Average_Hourly_Earning,9,14.850183266254811,1.5864270582474597e-15
Federal_Rates_Monthly,Average_Hourly_Earning,10,13.013525940885538,1.2767509263894315e-14
Federal_Rates_Monthly,CPI_Value_Inflation,1,0.3458204564585023,0.5574784510434825
Federal_Rates_Monthly,CPI_Value_Inflation,2,1.0808993648657037,0.34229661145577656
Federal_Rates_Monthly,CPI_Value_Inflation,3,0.8045123126603445,0.49356766323001633
Federal_Rates_Monthly,CPI_Value_Inflation,4,0.6635570373063343,0.6184616952810358
Federal_Rates_Monthly,CPI_Value_Inflation,5,1.7301918328072223,0.13265450014325808
Federal_Rates_Monthly,CPI_Value_Inflation,6,1.761473622359615,0.11281981627294105
Federal_Rates_Monthly,CPI_Value_Inflation,7,1.5385983435603792,0.16106614887274293
Federal_Rates_Monthly,CPI_Value_Inflation,8,1.4432549843785472,0.18628521982832255
Federal_Rates_Monthly,CPI_Value_Inflation,9,1.2088305735107532,0.29688231483112
Federal_Rates_Monthly,CPI_Value_Inflation,10,1.5864437067904371,0.12032724928883212
Federal_Rates_Monthly,producer_price_index_all_commodities,1,2.2926107380798144,0.13234627480924144
Federal_Rates_Monthly,producer_price_index_all_commodities,2,5.517261339648895,0.005005740818840596
Federal_Rates_Monthly,producer_price_index_all_commodities,3,5.8317271785050755,0.000911803677060409
Federal_Rates_Monthly,producer_price_index_all_commodities,4,3.990664246476581,0.004417220209019299
Federal_Rates_Monthly,producer_price_index_all_commodities,5,5.1412393043628235,0.0002582147857514441
Federal_Rates_Monthly,producer_price_index_all_commodities,6,5.583715023625448,3.927733402967393e-05
Federal_Rates_Monthly,producer_price_index_all_commodities,7,4.741384348827335,0.00010328943820934688
Federal_Rates_Monthly,producer_price_index_all_commodities,8,4.01637447854446,0.00031609540526506935
Federal_Rates_Monthly,producer_price_index_all_commodities,9,3.470621133553318,0.0008354584376159162
Federal_Rates_Monthly,producer_price_index_all_commodities,10,3.3029622471221827,0.0009139232967767424
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,1,0.3868521331843109,0.5350155433876249
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,2,0.06992968537147472,0.9324941672466778
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,3,0.12284524434191901,0.9464807981426477
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,4,0.10597698366513286,0.98024500738466
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,5,0.12209827893881917,0.9872392088989786
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,6,0.11339180746618564,0.9947096687554889
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,7,0.2098507700584402,0.9826209816005332
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,8,0.16546391057790313,0.9949186753010971
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,9,0.5059954842006933,0.8674872731563819
Nominal_Broad_US_Dollar_Index,Trade_Volume_Pct_Change_Index_Value,10,0.6266796370279317,0.7881685952770775
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,1,1.206728639381735,0.27395083706672163
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,2,1.2477653109425404,0.29053557433318095
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,3,1.0493012880886252,0.3732093961834848
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,4,1.6149669713236616,0.1745924926352325
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,5,1.6605691820700952,0.1492010178337184
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,6,1.3244853031870618,0.2515362012689194
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,7,1.0447149907160644,0.40404181397913475
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,8,1.5923842163911024,0.13479080930326465
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,9,1.3577808274356997,0.21613333421306272
Nominal_Broad_US_Dollar_Index,US_Crude_Oil_Prices_Dollar_Per_Barrel,10,1.2820248731755446,0.24975803005179342
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,1,3.5396664942688205,0.06208699292555505
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,2,2.267458884157744,0.1076258233997484
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,3,1.7110723037478197,0.16799359650192028
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,4,1.3630930460999677,0.250555497631783
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,5,1.3062295825575219,0.26574044389075807
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,6,1.0909769238524603,0.37180390239274885
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,7,0.9775913884939187,0.4510035826640476
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,8,0.7860833346226772,0.6158450961462179
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,9,0.6857755196529856,0.7203862551194486
Nominal_Broad_US_Dollar_Index,Federal_Rates_Monthly,10,0.6488365834933004,0.7688132235270174
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,1,0.03972198950481611,0.8423272443205596
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,2,0.27090874696177436,0.7631123230651233
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,3,0.19984183320947058,0.8963284817486104
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,4,0.2201894718449318,0.9267513691735295
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,5,0.8656736477499901,0.5063547829081652
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,6,2.153428561073327,0.0522807723896659
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,7,1.5435630366457678,0.15946187398028863
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,8,1.7692297642843904,0.09040795014760519
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,9,1.5229647989967536,0.1485986641680243
Nominal_Broad_US_Dollar_Index,Adjusted_Closing_Price,10,1.4343216836931227,0.17513022536871217
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,1,0.921601177314568,0.3387839164767208
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,2,1.0668265746738375,0.347068940730439
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,3,0.9574447464030443,0.415072662597298
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,4,1.0376169374120834,0.39060071606955066
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,5,1.2672065002299702,0.28244163323131305
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,6,1.0139377330409756,0.4196173192180288
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,7,0.7685392170750904,0.6147928449350031
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,8,0.46147924439650817,0.8807674160457163
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,9,0.4283337827553655,0.9173479979729542
Nominal_Broad_US_Dollar_Index,US_Export_to_Russia,10,0.4062657510726818,0.941066589514209
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,1,11.740931794023412,0.000812199506892179
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,2,5.991127479928328,0.0032380948380622333
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,3,4.004125513707858,0.0091963300117035
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,4,2.9336656061158384,0.02334414233494712
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,5,2.3269409800100496,0.04668222073702855
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,6,2.0867606364994646,0.05973082352057836
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,7,1.8105758029066807,0.09160876543031812
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,8,2.2423996380362428,0.029251787160432696
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,9,2.049163922480193,0.04035522837410346
Nominal_Broad_US_Dollar_Index,US_Unemployment_Rate,10,1.7770648124351585,0.07344925661353927
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,1,7.237945410826607,0.008046500711251117
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,2,3.5151113331302426,0.03258070771100424
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,3,2.628091781036527,0.05309452299714036
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,4,1.8991068260893436,0.11469927148942251
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,5,1.9587414732518196,0.08953579628873465
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,6,1.551973043612865,0.16724746138310653
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,7,1.5254074179984496,0.16539769443351557
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,8,2.0606709549320676,0.04549684053828589
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,9,2.258167454834968,0.0233102228643245
Nominal_Broad_US_Dollar_Index,US_Consumer_Sentiment,10,2.011429273389255,0.03895505610866593
Nominal_Broad_US_Dollar_Index,Price,1,3.5155364515518857,0.06297247663717714
Nominal_Broad_US_Dollar_Index,Price,2,1.7609330135104244,0.17592843017432777
Nominal_Broad_US_Dollar_Index,Price,3,0.9565544761257588,0.41549739013738807
Nominal_Broad_US_Dollar_Index,Price,4,0.8458627126535881,0.498697987730069
Nominal_Broad_US_Dollar_Index,Price,5,0.5664801496784755,0.7255258091917745
Nominal_Broad_US_Dollar_Index,Price,6,0.5457192054101607,0.7724572463744246
Nominal_Broad_US_Dollar_Index,Price,7,0.480698348801719,0.8469552668422049
Nominal_Broad_US_Dollar_Index,Price,8,0.8891454856188439,0.528117822916782
Nominal_Broad_US_Dollar_Index,Price,9,0.7333389169319509,0.6775540908997908
Nominal_Broad_US_Dollar_Index,Price,10,0.7720406354133462,0.6552750077684555
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,1,0.014159488898334582,0.9054585901471821
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,2,0.8355410249414437,0.43593737154013446
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,3,0.846844182859141,0.4707132091320795
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,4,0.3715163674850045,0.8285773607978248
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,5,0.4050516968685672,0.844535466099759
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,6,0.6427467623115104,0.6958080756011006
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,7,0.5140040730736691,0.8224604755453139
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,8,0.8953743753263004,0.5229687255228191
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,9,0.7385758963753702,0.672804356183512
Nominal_Broad_US_Dollar_Index,US_Mean_Monthly_Market_Volatility,10,1.090394781407458,0.37612029165032324
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,1,0.7054214283302079,0.4024640168264946
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,2,3.714764006019188,0.02696419863418852
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,3,2.6472247169107823,0.051820470236549586
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,4,2.4226901143176796,0.051685661164559485
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,5,1.9870980910846423,0.08521582830671078
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,6,2.021983626588406,0.06792809718738661
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,7,1.8265795230301385,0.08853771057443065
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,8,2.0137747584979415,0.05091321301337955
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,9,1.8844600082755776,0.06154905278213054
Nominal_Broad_US_Dollar_Index,Average_Hourly_Earning,10,1.6389827101180452,0.10526826798458881
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,1,3.1228420069743743,0.07947848598515217
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,2,1.8360971357970375,0.16351780029601454
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,3,3.4901116594018173,0.01771028710832551
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,4,2.8201407197319637,0.027879244036614386
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,5,2.177814175050006,0.06090744942659369
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,6,1.5331330739653286,0.1731423674034426
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,7,1.2916959487906121,0.26049843838374787
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,8,1.1293363262503746,0.349149684365371
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,9,1.075273348423844,0.3867601007925343
Nominal_Broad_US_Dollar_Index,CPI_Value_Inflation,10,0.8518485068963905,0.5803050164181808
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,1,2.415729023624946,0.12248071358157439
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,2,1.6172483771209236,0.20238054589264792
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,3,1.7283049961511063,0.1644521730113102
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,4,2.008291469808567,0.0973344826727769
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,5,1.5023724691897138,0.19398242477240552
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,6,1.2638006689075092,0.2792880395273154
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,7,1.2812792528610275,0.2656171415427375
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,8,1.081431022470351,0.3812476067505936
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,9,0.8224683991223518,0.5967233342073891
Nominal_Broad_US_Dollar_Index,producer_price_index_all_commodities,10,0.8243448207196001,0.6060224674673421
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,1,0.8147480923126332,0.3683398697916034
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,2,0.6395601040687002,0.5291634789076118
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,3,0.941541113949369,0.4227158100292441
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,4,1.0560326467211953,0.381245902983519
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,5,0.749259949158991,0.5881685206175296
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,6,1.0715662086892879,0.3834711247547564
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,7,0.9364048887588295,0.48136318325910554
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,8,1.0246897067892269,0.42172319078714693
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,9,0.8286124705412953,0.5911947071564887
Adjusted_Closing_Price,Trade_Volume_Pct_Change_Index_Value,10,1.2191233074102836,0.28712507307039653
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,1,1.900866871660364,0.170278569142292
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,2,0.9988895828442828,0.3710755862643781
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,3,3.4509253769729202,0.01861803185601012
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,4,4.112568423006238,0.003643925959184118
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,5,3.4721248674353493,0.005723184255693567
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,6,2.7124906567476277,0.01666380460228943
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,7,2.345464862418558,0.028198809279776107
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,8,2.269027490865881,0.027399512965812015
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,9,2.0187483578966123,0.043660233173636306
Adjusted_Closing_Price,US_Crude_Oil_Prices_Dollar_Per_Barrel,10,1.8989168821381748,0.052989701231655674
Adjusted_Closing_Price,Federal_Rates_Monthly,1,1.8673477062995443,0.17406773761379887
Adjusted_Closing_Price,Federal_Rates_Monthly,2,5.014394096382958,0.007972796068540707
Adjusted_Closing_Price,Federal_Rates_Monthly,3,1.6904600333841346,0.17232551640035482
Adjusted_Closing_Price,Federal_Rates_Monthly,4,3.9533681255369744,0.0046851374017434
Adjusted_Closing_Price,Federal_Rates_Monthly,5,2.731178224078131,0.022448255948513875
Adjusted_Closing_Price,Federal_Rates_Monthly,6,2.7242397629693795,0.016261931361487413
Adjusted_Closing_Price,Federal_Rates_Monthly,7,2.4029025591501885,0.024755476054739916
Adjusted_Closing_Price,Federal_Rates_Monthly,8,1.8820917917894908,0.06955367680310916
Adjusted_Closing_Price,Federal_Rates_Monthly,9,1.6911602137489514,0.09949779722525515
Adjusted_Closing_Price,Federal_Rates_Monthly,10,2.2009958688979645,0.02294098128474536
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,1,9.17786318661329,0.0029400021807116953
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,2,4.284409350513651,0.015762659344281595
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,3,3.4194572299065134,0.019380554594315653
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,4,2.9614442227233146,0.022350330642341102
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,5,2.5036465693398453,0.03395559960848038
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,6,2.2112054879515455,0.04654967147961924
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,7,3.3024664054135027,0.003066192386890803
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,8,3.7238910190921515,0.0006727690604287841
